Year,Rank,Company,Revenues ($ millions),Profit ($ millions)
1980,109,American Motors,"3,117.0",83.9
1980,110,PPG Industries,"3,091.8",218.9
1980,111,NCR,"3,002.6",234.6
1980,112,Goodrich,"2,988.1",82.6
1980,113,Kaisertech,"2,926.5",232.2
1980,114,OfficeMax,"2,916.6",174.9
1980,115,AMAX,"2,865.4",365.3
1980,116,Carnation,"2,825.5",138.0
1980,117,Crown Zellerbach,"2,804.1",133.5
1980,118,Unisys,"2,785.5",305.5
1980,119,Anheuser-Busch,"2,775.9",196.4
1980,120,Dana,"2,761.1",164.2
1980,121,Combustion Engineering,"2,757.5",97.6
1980,122,Bristol-Myers Squibb,"2,752.8",231.5
1980,123,Pfizer,"2,746.0",237.9
1980,124,BorgWarner,"2,717.4",155.6
1980,125,Motorola,"2,713.8",154.3
1980,126,Teledyne,"2,705.6",372.0
1980,127,Norton Simon,"2,705.4",124.2
1980,128,Kerr-McGee,"2,683.5",160.0
1980,129,Burlington Industries Equity,"2,676.3",76.2
1980,130,Emerson Electric,"2,614.1",201.0
1980,131,Standard Brands,"2,613.3",86.4
1980,132,Singer,"2,598.1",-92.3
1980,133,Fruit of the Loom,"2,579.0",172.2
1980,134,Uniroyal,"2,574.6",-120.5
1980,135,Mead,"2,569.5",141.0
1980,136,Ingersoll-Rand,"2,542.1",149.3
1980,137,Time Warner,"2,504.1",143.9
1980,138,St. Regis,"2,498.4",158.5
1980,139,H.J. Heinz,"2,470.9",110.4
1980,140,Fruehauf,"2,451.3",88.7
1980,141,Central Soya,"2,448.1",33.6
1980,142,Land O'Lakes,"2,442.7",N.A.
1980,143,Kennecott,"2,433.6",130.4
1980,144,American Standard,"2,431.6",132.2
1980,145,North American Philips,"2,409.0",81.7
1980,146,Dart Industries,"2,403.3",171.7
1980,147,Merck,"2,384.6",381.8
1980,148,Avon Products,"2,377.5",250.7
1980,149,Nabisco Brands,"2,362.0",99.8
1980,150,Hewlett-Packard,"2,361.0",203.0
1980,151,Maxus Energy,"2,356.9",178.1
1980,152,Hercules,"2,345.4",172.5
1980,153,Archer Daniels Midland,"2,297.8",56.4
1980,154,GenCorp,"2,294.9",81.7
1980,155,Kidde,"2,284.1",84.1
1980,156,Manville,"2,276.4",114.6
1980,157,Whirlpool,"2,261.2",110.9
1980,158,Campbell Soup,"2,248.7",132.7
1980,159,Control Data,"2,248.6",124.2
1980,160,Owens Corning,"2,245.2",109.3
1980,161,Ogden,"2,241.4",57.5
1980,162,Kimberly-Clark,"2,218.4",314.4
1980,163,Eli Lilly,"2,205.8",329.5
1980,164,Pillsbury,"2,166.0",83.5
1980,165,Coltec Industries,"2,140.5",111.4
1980,166,NL Industries,"2,124.1",111.9
1980,167,Levi Strauss,"2,103.1",191.5
1980,168,Martin Marietta,"2,060.8",178.0
1980,169,American Broadcasting,"2,053.6",159.3
1980,170,Pennzoil,"2,051.7",238.5
1980,171,Agway,"2,049.1",N.A.
1980,172,Gould,"2,023.9",105.9
1980,173,White Consolidated Industries,"2,010.1",75.7
1980,174,Gillette,"1,984.7",110.6
1980,175,Allis-Chalmers,"1,972.7",81.4
1980,176,Quaker Oats,"1,966.3",99.2
1980,177,Walter Industries,"1,931.7",98.0
1980,178,Tosco,"1,922.2",79.6
1980,179,Scott Paper,"1,908.1",137.1
1980,180,Paccar,"1,882.7",120.1
1980,181,Furniture Brands Intl.,"1,851.5",92.6
1980,182,Williams,"1,850.0",69.5
1980,183,Kellogg,"1,846.6",162.6
1980,184,J.P. Stevens,"1,833.1",47.7
1980,185,Marmon Group,"1,828.9",71.9
1980,186,Koppers,"1,828.3",86.5
1980,187,Digital Equipment,"1,804.1",178.4
1980,188,Squibb,"1,782.9",123.7
1980,189,Olin,"1,778.1",71.2
1980,190,McGraw-Edison,"1,777.1",72.7
1980,191,Quantum Chemical,"1,772.6",135.8
1980,192,Cummins,"1,770.8",57.9
1980,193,Safety-Kleen,"1,753.7",47.4
1980,194,Clark Equipment,"1,731.7",106.1
1980,195,Asarco,"1,724.2",259.1
1980,196,Revlon,"1,718.0",152.7
1980,197,Abbott Laboratories,"1,683.2",179.0
1980,198,Ethyl,"1,657.0",97.5
1980,199,Warner Communications,"1,648.0",200.7
1980,200,Gold Kist Holdings,"1,639.8",N.A.
1980,201,Times Mirror,"1,638.5",146.5
1980,202,Rohm & Haas,"1,590.5",102.8
1980,203,FINA,"1,587.2",83.2
1980,204,Northrop Grumman,"1,582.5",90.3
1980,205,Emhart,"1,573.5",53.7
1980,206,Crane,"1,573.2",55.0
1980,207,Murphy Oil,"1,568.9",103.6
1980,208,Allegheny International,"1,568.9",71.5
1980,209,Chromalloy American,"1,536.5",50.6
1980,210,Stauffer Chemical,"1,526.2",136.0
1980,211,USG,"1,525.4",123.5
1980,212,Pharmacia,"1,508.0",149.5
1980,213,Sterling Drug,"1,500.7",111.6
1980,214,Anderson Clayton,"1,489.9",48.8
1980,215,Evans Products,"1,481.6",62.4
1980,216,Grumman,"1,476.0",19.6
1980,217,Imcera Group,"1,474.7",128.8
1980,218,AMF,"1,438.4",52.6
1980,219,Staley Continental,"1,434.9",23.6
1980,220,Schering-Plough,"1,434.0",222.3
1980,221,Corning,"1,421.6",124.9
1980,222,Hormel Foods,"1,414.0",30.6
1980,223,Crown Holdings,"1,402.4",70.4
1980,224,Oscar Mayer,"1,396.7",42.3
1980,225,Cooper Industries,"1,394.8",111.8
1980,226,Union Camp,"1,389.0",151.2
1980,227,J.E. Seagram,"1,374.8",118.3
1980,228,Polaroid,"1,361.5",36.1
1980,229,US Pharmaceuticals,"1,351.2",233.8
1980,230,General Signal,"1,342.8",83.2
1980,231,Armstrong Holdings,"1,341.1",66.0
1980,232,Reliance Electric,"1,340.3",67.9
1980,233,Lear Siegler,"1,327.7",63.3
1980,234,Sunbeam/Oster,"1,322.6",47.8
1980,235,Heublein,"1,303.4",68.1
1980,236,Louisiana-Pacific,"1,301.9",106.4
1980,237,Diamond International,"1,283.4",61.7
1980,238,Timken,"1,282.1",102.1
1980,239,Phelps Dodge,"1,280.8",110.8
1980,240,U.S. Industries,"1,273.8",51.2
1980,241,MCA,"1,266.1",178.7
1980,242,Brunswick,"1,257.3",51.4
1980,243,Wheeling Pittsburgh,"1,242.3",49.7
1980,244,Air Products & Chem.,"1,229.9",97.5
1980,245,Westvaco,"1,224.2",77.9
1980,246,Commonwealth Oil Refining,"1,213.6",81.3
1980,247,GAF,"1,213.2",28.2
1980,248,White Motor,"1,211.0",12.9
1980,249,Aeroquip-Vickers,"1,208.1",58.1
1980,250,Black & Decker,"1,205.1",94.4
1980,251,Sherwin-Williams,"1,196.3",18.0
1980,252,Baxter International,"1,191.2",111.9
1980,253,Chesebrough-Pond's,"1,174.3",82.6
1980,254,Premcor,"1,169.2",77.4
1980,255,Baker Hughes,"1,168.8",99.4
1980,256,Hershey Foods,"1,161.3",53.5
1980,257,Great Northern Nekoosa,"1,157.7",90.3
1980,258,St. Joe Minerals,"1,148.1",77.6
1980,259,Brown Shoe,"1,144.9",41.8
1980,260,GK Technologies,"1,140.8",60.8
1980,261,Norton,"1,132.9",80.2
1980,262,Cabot,"1,122.4",70.4
1980,263,National Can,"1,119.4",47.9
1980,264,BOC,"1,108.3",73.4
1980,265,Interlake,"1,104.6",39.7
1980,266,Richardson-Vicks,"1,090.5",63.0
1980,267,Superior Oil,"1,085.4",200.3
1980,268,Pennwalt Corp,"1,079.3",50.0
1980,269,Hammermill Paper,"1,076.6",35.0
1980,270,Zenith Electronics,"1,075.2",19.0
1980,271,Whittaker,"1,073.6",46.8
1980,272,Gannett,"1,065.2",143.3
1980,273,Amstar,"1,056.4",22.4
1980,274,Crown Central,"1,054.8",71.7
1980,275,Blue Bell,"1,029.5",67.3
1980,276,Avnet,"1,028.1",54.5
1980,277,Pitney Bowes,"1,024.9",63.5
1980,278,Johnson Controls,"1,024.4",49.9
1980,279,CF Industries,"1,023.1",N.A.
1980,280,National Gypsum,"1,017.6",80.3
1980,281,AMP,"1,013.2",121.3
1980,282,WestPoint Stevens,"1,012.6",27.4
1980,283,Akzona,"1,012.4",25.6
1980,284,Rexnord,"1,010.2",57.3
1980,285,Campbell Taggart,"1,007.4",32.9
1980,286,Liggett Group,995.2,53.9
1980,287,Lone Star Industries,991.9,64.7
1980,288,G.D. Searle,984.0,87.9
1980,289,ACF Industries,982.9,47.8
1980,290,Harris,982.1,63.1
1980,291,Knight-Ridder,979.9,88.4
1980,292,Universal Leaf Tobacco,978.2,25.5
1980,293,Kaiser Steel,975.2,48.5
1980,294,Witco,966.8,42.8
1980,295,Ex-Cell-O,961.9,54.2
1980,296,R.R. Donnelley & Sons,957.8,63.3
1980,297,Lever Brothers,951.5,-6.8
1980,298,Wheelabrator-Frye,946.9,42.7
1980,299,Harsco,945.3,52.0
1980,300,Scovill,941.6,32.0
1980,301,Cessna Aircraft,939.3,46.0
1980,302,Intl. Multifoods,931.0,24.5
1980,303,Certainteed,916.2,22.2
1980,304,Cyclops Industries,915.4,5.3
1980,305,Jos. Schlitz Brewing,894.2,-50.6
1980,306,Tecumseh Products,880.6,54.9
1980,307,McGraw-Hill,879.9,76.9
1980,308,Reichhold Chemicals,874.9,12.2
1980,309,Alumax,872.9,97.0
1980,310,Stanley Works,872.3,51.4
1980,311,Newmont Mining,867.6,178.8
1980,312,Willamette Industries,863.7,67.9
1980,313,Mapco,857.9,72.1
1980,314,Amsted Industries,855.7,63.4
1980,315,Tyco Laboratories,853.9,32.7
1980,316,Parker Hannifin,846.4,50.2
1980,317,Sundstrand,842.6,67.1
1980,318,A.O. Smith,836.4,23.6
1980,319,Springs Industries,827.9,35.1
1980,320,Square D,826.1,72.6
1980,321,Consolidated Aluminum,824.8,4.1
1980,322,Becton Dickinson,809.8,61.9
1980,323,Sperry & Hutchinson,809.4,29.0
1980,324,Potlatch,809.1,71.0
1980,325,Champion Spark Plug,806.5,56.9
1980,326,Hughes Tool,804.6,84.6
1980,327,Midland-Ross,800.8,41.0
1980,328,Fleetwood Enterprises,800.8,22.9
1980,329,Texasgulf,789.3,136.9
1980,330,Revere Copper & Brass,788.1,25.7
1980,331,Louisiana Land & Exploration,787.7,169.0
1980,332,Tektronix,786.9,77.2
1980,333,Bangor Punta,785.9,29.7
1980,334,Anchor Hocking,785.2,31.6
1980,335,Joy Technologies,781.6,49.7
1980,336,Southwest Forest Industries,778.1,30.3
1980,337,General Host,768.4,29.5
1980,338,AM International,754.5,11.6
1980,339,Hoover,754.3,39.3
1980,340,Cincinnati Milacron,747.9,55.4
1980,341,Vulcan Materials,747.7,63.8
1980,342,Mohasco,747.1,7.7
1980,343,Outboard Marine,741.2,16.7
1980,344,Molson Coors Brewing,740.5,68.4
1980,345,Dayco,739.9,21.1
1980,346,Memorex Telex,737.8,31.5
1980,347,Applera,733.0,50.3
1980,348,Thiokol,732.0,46.1
1980,349,Masco,726.4,73.1
1980,350,McLouth Steel,725.1,9.4
1980,351,Lubrizol,724.7,90.8
1980,352,Apogent Technologies,723.1,22.3
1980,353,National Semiconductor,719.7,34.3
1980,354,Fairchild Industries,717.9,40.0
1980,355,National Service Industries,708.1,39.8
1980,356,United Merchants & Mfrs.,699.8,25.9
1980,357,Thomas J. Lipton,697.7,38.5
1980,358,Scott & Fetzer,697.4,34.1
1980,359,Signode,695.2,43.8
1980,360,Quaker State,691.5,34.1
1980,361,Figgie International,690.7,17.6
1980,362,Kane-Miller,690.4,0.7
1980,363,Cone Mills,681.3,43.8
1980,364,Cluett Peabody,671.6,17.4
1980,365,Norin,667.2,8.4
1980,366,Dover,666.8,57.1
1980,367,Federal-Mogul,663.3,42.1
1980,368,Intel,663.0,77.8
1980,369,Norris Industries,659.0,35.4
1980,370,Trane,658.4,28.0
1980,371,Twentieth Century-Fox Film,658.0,57.3
1980,372,Sheller-Globe,656.4,13.7
1980,373,General Cinema,656.1,26.5
1980,374,Pabst Brewing,651.4,9.5
1980,375,New York Times,650.7,36.4
1980,376,Saxon Industries,648.8,7.2
1980,377,Bemis,648.5,26.6
1980,378,NVF,644.9,58.6
1980,379,ConAgra Foods,644.8,21.0
1980,380,M. Lowenstein,644.6,-3.4
1980,381,H.K. Porter,644.5,23.9
1980,382,Belco Petroleum,641.1,79.0
1980,383,CBI Industries,640.8,58.7
1980,384,Hobart,632.2,31.1
1980,385,Handy & Harman,630.9,13.8
1980,386,Hartmarx,630.8,21.0
1980,387,Purex Industries,628.7,25.6
1980,388,Thiokol,627.2,40.1
1980,389,Monfort of Colorado,621.7,-0.2
1980,390,Columbia Pictures Industries,613.3,39.0
1980,391,U.S. Filter,611.6,22.5
1980,392,Dow Corning,610.2,71.5
1980,393,MacMillan,609.9,-56.0
1980,394,Cannon Mills,608.7,41.2
1980,395,Nashua,608.4,26.7
1980,396,Beech Aircraft,607.8,41.6
1980,397,Hoover Universal,601.3,31.5
1980,398,Household Manufacturing,595.3,35.5
1980,399,Miles Laboratories,595.3,2.4
1980,400,Peavey,594.4,17.9
1980,401,Peabody International,593.4,25.9
1980,402,Washington Post,593.3,29.5
1980,403,Hyster,592.2,56.2
1980,404,Ferro,591.9,30.9
1980,405,Briggs & Stratton,591.0,48.5
1980,406,Eagle-Picher Industries,590.0,30.7
1980,407,Bell & Howell,588.4,-24.9
1980,408,Insilco,585.4,27.1
1980,409,Brockway,585.1,16.4
1980,410,Arcata,579.8,47.3
1980,411,Dan River,579.2,22.1
1980,412,Nalco Chemical,578.9,63.3
1980,413,Interstate Bakeries,577.7,13.7
1980,414,Collins & Aikman,576.5,24.0
1980,415,Bluebird,573.1,9.1
1980,416,Avery Dennison,562.1,21.1
1980,417,Fairmont Foods,561.7,4.0
1980,418,G. Heileman Brewing,557.0,27.3
1980,419,Joy Global,556.3,-2.0
1980,420,Ball,555.0,23.7
1980,421,Stokely-Van Camp,552.6,13.1
1980,422,Bucyrus-Erie,552.4,56.2
1980,423,Pacific Resources,552.4,12.5
1980,424,Envirotech,551.4,6.8
1980,425,General Instrument,550.6,34.1
1980,426,Cameron Iron Works,546.0,58.4
1980,427,Smith International,545.3,54.6
1980,428,VF,544.3,38.8
1980,429,Idle Wild Foods,543.1,6.5
1980,430,Masonite,542.5,51.5
1980,431,Acco Industries,534.7,20.1
1980,432,American Bakeries,525.8,2.5
1980,433,PerkinElmer,522.2,20.6
1980,434,Kellwood,521.1,4.4
1980,435,Tyler,519.2,23.5
1980,436,Midland Cooperatives,518.0,N.A.
1980,437,Fieldcrest Cannon,517.7,24.8
1980,438,Big Three Industries,509.4,62.9
1980,439,Coca-Cola Bottling,509.1,8.4
1980,440,American Hoist & Derrick,508.6,20.7
1980,441,Data General,507.5,49.8
1980,442,Dean Foods,507.4,9.8
1980,443,Wm. Wrigley Jr.,505.4,36.4
1980,444,Bausch & Lomb,503.0,41.2
1980,445,Gerber Products,499.0,27.5
1980,446,H.P. Hood,498.9,1.2
1980,447,United Refining,498.0,17.2
1980,448,Gulf Resources & Chemical,496.2,14.0
1980,449,Mattel,493.6,30.1
1980,450,Copperweld,493.4,23.1
1980,451,Arvin Industries,493.2,20.4
1980,452,Varian Associates,493.0,8.6
1980,453,General Refractories,492.6,6.6
1980,454,Maryland Cup,491.4,28.4
1980,455,Freeport-McMoran,487.7,101.4
1980,456,Fiat-Allis,484.1,-37.6
1980,457,Storage Technology,479.5,39.7
1980,458,Northwestern Steel & Wire,477.2,40.1
1980,459,Koehring,476.9,14.3
1980,460,National Starch & Chemical,474.5,32.0
1980,461,Robertson-Ceco,474.5,14.1
1980,462,Foxboro,471.5,33.7
1980,463,Sequa,468.7,24.5
1980,464,Carpenter Technology,468.6,40.7
1980,465,Thorn Apple Valley,468.3,2.0
1980,466,Questor,465.5,8.7
1980,467,Ecolab,464.4,30.0
1980,468,Moore McCormack Resources,461.2,40.5
1980,469,McCormick,457.2,19.4
1980,470,Dexter,456.9,24.5
1980,471,Harcourt Brace Jovanovich,456.2,23.8
1980,472,Chicago Pneumatic Tool,454.9,16.6
1980,473,Butler Manufacturing,451.3,24.1
1980,474,Dennison Manufacturing,449.6,25.4
1980,475,Warnaco Group,448.3,16.6
1980,476,Consolidated Papers,445.4,54.8
1980,477,Dow Jones,440.9,51.1
1980,478,Ideal Basic Industries,435.3,60.9
1980,479,Talley Industries,433.2,10.5
1980,480,Barnes Group,431.5,25.2
1980,481,Nucor,428.7,42.3
1980,482,Skyline,428.6,13.5
1980,483,Wyman-Gordon,427.0,20.6
1980,484,Beckman Coulter,426.7,29.3
1980,485,Bunker Ramo,426.2,23.3
1980,486,Jonathan Logan,426.1,N.A.
1980,487,Westmoreland Coal,424.5,1.8
1980,488,Sonoco Products,421.5,27.2
1980,489,Royal Crown Companies,421.4,16.5
1980,490,Roper,421.1,10.5
1980,491,Dorsey,420.9,9.7
1980,492,Ceco Industries,420.6,13.3
1980,493,Federal Paper Board,419.1,22.9
1980,494,McDonough,417.8,21.0
1980,495,Metromedia,416.7,41.8
1980,496,Stanadyne,415.4,20.9
1980,497,Capital Cities/ABC,414.9,63.8
1980,498,Kohler,413.7,27.5
1980,499,Keystone Consolidated Industries,412.3,0.8
1980,500,Magic Chef,409.7,16.0
1981,1,Exxon Mobil,"103,142.8","5,650.1"
1981,2,Mobil,"59,510.0","3,272.0"
1981,3,General Motors,"57,728.5",-762.5
1981,4,Texaco,"51,195.8","2,642.5"
1981,5,ChevronTexaco,"40,479.0","2,401.0"
1981,6,Ford Motor,"37,085.5","-1,543.3"
1981,7,Gulf Oil,"26,483.0","1,407.0"
1981,8,Intl. Business Machines,"26,213.0","3,562.0"
1981,9,Amoco,"26,133.1","1,915.3"
1981,10,General Electric,"24,959.0","1,514.0"
1981,11,Atlantic Richfield,"23,744.3","1,651.4"
1981,12,Shell Oil,"19,830.0","1,542.0"
1981,13,ITT Industries,"18,529.7",894.3
1981,14,Conoco,"18,325.4","1,026.2"
1981,15,DuPont,"13,652.0",716.0
1981,16,ConocoPhillips,"13,376.6","1,069.6"
1981,17,Tenneco Automotive,"13,226.0",726.0
1981,18,Sunoco,"12,945.0",723.0
1981,19,U.S. Steel,"12,492.1",504.5
1981,20,Occidental Petroleum,"12,476.1",710.8
1981,21,United Technologies,"12,324.0",393.4
1981,22,AT&T Technologies,"12,032.1",693.2
1981,23,BP America,"11,023.2","1,811.2"
1981,24,Procter & Gamble,"10,772.2",642.8
1981,25,Dow Chemical,"10,626.0",805.0
1981,26,Getty Oil,"10,150.4",871.9
1981,27,Union Carbide,"9,994.0",890.0
1981,28,Unocal,"9,984.1",647.0
1981,29,Eastman Kodak,"9,734.3","1,153.6"
1981,30,Boeing,"9,426.2",600.5
1981,31,Kraft,"9,411.5",383.1
1981,32,Chrysler,"9,225.3","-1,709.7"
1981,33,Caterpillar,"8,597.8",564.8
1981,34,CBS,"8,514.3",402.9
1981,35,Nabisco Group Holdings,"8,449.0",670.4
1981,36,Goodyear Tire & Rubber,"8,444.0",230.7
1981,37,Beatrice,"8,290.5",290.1
1981,38,Xerox,"8,196.5",619.2
1981,39,Marathon Oil,"8,179.8",379.0
1981,40,Ashland,"8,118.4",205.1
1981,41,RCA,"8,011.3",315.3
1981,42,LTV,"8,010.0",127.9
1981,43,Amerada Hess,"7,869.0",540.2
1981,44,Citgo Petroleum,"7,786.3",477.5
1981,45,Altria Group,"7,328.3",576.8
1981,46,Rockwell Automation,"6,906.5",280.2
1981,47,Bethlehem Steel,"6,743.0",121.0
1981,48,Monsanto,"6,573.6",148.8
1981,49,Navistar International,"6,311.8",-397.3
1981,50,Esmark,"6,108.4",471.8
1981,51,Sealed Air,"6,101.3",283.8
1981,52,3M,"6,079.5",678.0
1981,53,McDonnell Douglas,"6,066.3",144.6
1981,54,PepsiCo,"5,975.2",274.0
1981,55,General Foods,"5,959.6",255.8
1981,56,Coca-Cola,"5,912.6",422.1
1981,57,Gulf & Western Industries,"5,782.8",255.3
1981,58,ARMCO,"5,678.0",265.3
1981,59,Honeywell Intl.,"5,519.0",289.0
1981,60,Deere,"5,469.8",228.3
1981,61,Lockheed Martin,"5,395.7",27.6
1981,62,Sara Lee,"5,342.9",127.7
1981,63,Alcoa,"5,147.6",469.9
1981,64,Colgate-Palmolive,"5,130.5",173.2
1981,65,Continental Group,"5,119.5",224.8
1981,66,Coastal,"5,089.9",109.5
1981,67,International Paper,"5,042.9",314.0
1981,68,Georgia-Pacific,"5,016.0",244.0
1981,69,Raytheon,"5,002.1",282.3
1981,70,TRW,"4,984.0",211.9
1981,71,Honeywell,"4,924.7",293.5
1981,72,Ralston Purina,"4,886.0",163.0
1981,73,Firestone Tire & Rubber,"4,850.5",-105.9
1981,74,Johnson & Johnson,"4,837.4",400.7
1981,75,Union Pacific,"4,831.7",404.5
1981,76,American Can,"4,812.2",85.7
1981,77,Sperry,"4,785.4",277.1
1981,78,Greyhound,"4,766.1",118.3
1981,79,General Dynamics,"4,742.7",195.0
1981,80,Farmland Industries,"4,725.1",N.A.
1981,81,Iowa Beef Processors,"4,639.5",53.2
1981,82,Borden Chemical,"4,595.8",147.9
1981,83,Weyerhaeuser,"4,535.8",278.0
1981,84,Charter,"4,518.1",50.2
1981,85,Signal Companies,"4,285.3",167.7
1981,86,Fortune Brands,"4,276.5",405.5
1981,87,Bendix,"4,270.4",191.6
1981,88,Litton Industries,"4,246.5",290.8
1981,89,General Mills,"4,170.3",170.0
1981,90,Whitman,"4,141.6",120.7
1981,91,Bestfoods,"4,120.3",197.4
1981,92,Texas Instruments,"4,074.7",212.2
1981,93,Dresser Industries,"4,016.3",261.1
1981,94,CBS,"3,962.9",193.0
1981,95,Owens-Illinois,"3,905.7",149.4
1981,96,Wyeth,"3,798.5",445.9
1981,97,Chiquita Brands Intl.,"3,762.6",31.1
1981,98,Republic Steel,"3,760.0",51.0
1981,99,Champion International,"3,752.7",147.1
1981,100,National Intergroup,"3,706.7",83.8
1981,101,Reynolds Metals,"3,653.2",180.3
1981,102,Textron,"3,637.5",86.1
1981,103,FMC,"3,482.2",142.7
1981,104,Warner-Lambert,"3,479.2",192.7
1981,105,Kerr-McGee,"3,477.9",182.2
1981,106,American Cyanamid,"3,453.9",159.2
1981,107,Celanese,"3,348.0",122.0
1981,108,NCR,"3,322.4",254.7
1981,109,Land O'Lakes,"3,303.7",N.A.
1981,110,Anheuser-Busch,"3,295.4",171.8
1981,111,McDermott,"3,282.5",88.4
1981,112,Ryerson Tull,"3,255.9",29.7
1981,113,Carnation,"3,236.2",154.7
1981,114,Kaisertech,"3,222.1",247.6
1981,115,Eaton,"3,176.5",115.8
1981,116,PPG Industries,"3,158.4",209.2
1981,117,Bristol-Myers Squibb,"3,158.3",270.6
1981,118,Combustion Engineering,"3,146.5",116.7
1981,119,Maxus Energy,"3,143.0",201.2
1981,120,Hewlett-Packard,"3,099.0",269.0
1981,121,Motorola,"3,098.8",186.1
1981,122,Goodrich,"3,079.6",61.7
1981,123,Crown Zellerbach,"3,069.8",97.4
1981,124,Emerson Electric,"3,066.8",237.7
1981,125,Pillsbury,"3,032.0",104.7
1981,126,Pfizer,"3,029.3",254.8
1981,127,OfficeMax,"3,018.9",148.8
1981,128,Standard Brands,"3,018.5",104.4
1981,129,Ingersoll-Rand,"2,971.0",160.3
1981,130,Norton Simon,"2,959.1",124.7
1981,131,AMAX,"2,949.2",470.4
1981,132,Teledyne,"2,926.4",343.8
1981,133,H.J. Heinz,"2,924.8",142.9
1981,134,Burlington Industries Equity,"2,900.6",81.3
1981,135,Time Warner,"2,881.8",141.2
1981,136,Fruit of the Loom,"2,876.4",155.4
1981,137,Unisys,"2,857.2",82.0
1981,138,Levi Strauss,"2,840.8",223.7
1981,139,Archer Daniels Midland,"2,802.0",116.0
1981,140,Singer,"2,786.6",38.1
1981,141,Control Data,"2,765.6",150.6
1981,142,Merck,"2,734.0",415.4
1981,143,St. Regis,"2,714.2",170.5
1981,144,Mead,"2,707.2",128.6
1981,145,American Standard,"2,673.6",156.9
1981,146,BorgWarner,"2,673.3",126.1
1981,147,Agway,"2,658.6",N.A.
1981,148,North American Philips,"2,658.4",74.5
1981,149,Martin Marietta,"2,619.3",188.1
1981,150,Kimberly-Clark,"2,600.3",181.8
1981,151,Avon Products,"2,569.1",241.3
1981,152,Nabisco Brands,"2,568.7",127.8
1981,153,Campbell Soup,"2,560.6",121.7
1981,154,Eli Lilly,"2,558.6",342.0
1981,155,American Motors,"2,552.6",-197.5
1981,156,Kidde,"2,539.3",87.4
1981,157,Dana,"2,524.0",95.7
1981,158,Hercules,"2,485.2",114.0
1981,159,Pennzoil,"2,483.0",308.5
1981,160,Quaker Oats,"2,405.2",96.4
1981,161,Tosco,"2,387.2",46.1
1981,162,Digital Equipment,"2,368.0",249.9
1981,163,Gillette,"2,315.3",124.0
1981,164,Uniroyal,"2,299.5",-7.8
1981,165,Owens Corning,"2,285.1",54.3
1981,166,Manville,"2,266.8",80.6
1981,167,McGraw-Edison,"2,263.6",51.0
1981,168,American Broadcasting,"2,256.2",146.3
1981,169,Kennecott,"2,255.8",192.3
1981,170,Whirlpool,"2,243.2",101.7
1981,171,GenCorp,"2,215.2",40.8
1981,172,Revlon,"2,203.3",192.4
1981,173,Gould,"2,199.9",72.5
1981,174,Ogden,"2,187.3",58.2
1981,175,Coltec Industries,"2,165.6",97.8
1981,176,Kellogg,"2,150.9",184.8
1981,177,NL Industries,"2,117.6",167.7
1981,178,FINA,"2,098.5",104.3
1981,179,Scott Paper,"2,083.2",133.5
1981,180,Fruehauf,"2,081.7",32.2
1981,181,Williams,"2,072.7",138.7
1981,182,Allis-Chalmers,"2,063.9",48.2
1981,183,Warner Communications,"2,059.4",137.1
1981,184,White Consolidated Industries,"2,057.3",57.0
1981,185,Abbott Laboratories,"2,038.2",214.4
1981,186,Furniture Brands Intl.,"2,024.3",106.7
1981,187,Penn Central,"2,013.7",93.6
1981,188,Murphy Oil,"1,966.7",150.5
1981,189,Walter Industries,"1,966.6",84.2
1981,190,Koppers,"1,929.2",55.0
1981,191,J.P. Stevens,"1,916.0",20.3
1981,192,Safety-Kleen,"1,892.4",53.9
1981,193,Gold Kist Holdings,"1,881.6",N.A.
1981,194,Times Mirror,"1,857.3",139.2
1981,195,Olin,"1,852.9",33.9
1981,196,Squibb,"1,845.8",127.4
1981,197,Cooper Industries,"1,842.2",146.7
1981,198,Marmon Group,"1,829.3",80.9
1981,199,Asarco,"1,817.0",237.3
1981,200,Emhart,"1,802.9",67.0
1981,201,Imcera Group,"1,789.6",145.9
1981,202,Oscar Mayer,"1,774.3",20.4
1981,203,US Pharmaceuticals,"1,771.9",308.0
1981,204,Mapco,"1,769.7",122.3
1981,205,Quantum Chemical,"1,764.7",103.3
1981,206,Pharmacia,"1,760.6",170.4
1981,207,Central Soya,"1,744.4",34.8
1981,208,Ethyl,"1,740.6",89.7
1981,209,Schering-Plough,"1,740.4",239.3
1981,210,Castle & Cooke,"1,733.5",32.1
1981,211,Grumman,"1,729.3",30.7
1981,212,Rohm & Haas,"1,725.3",93.7
1981,213,Anderson Clayton,"1,703.1",52.7
1981,214,Sterling Drug,"1,701.4",123.3
1981,215,Stauffer Chemical,"1,695.2",136.6
1981,216,Paccar,"1,673.7",81.1
1981,217,Cummins,"1,666.6",-11.0
1981,218,Staley Continental,"1,656.0",73.8
1981,219,Northrop Grumman,"1,655.4",86.1
1981,220,J.E. Seagram,"1,635.1",114.6
1981,221,Premcor,"1,623.2",43.9
1981,222,Union Camp,"1,574.8",165.1
1981,223,National Can,"1,551.0",55.0
1981,224,Baker Hughes,"1,547.4",138.6
1981,225,AMF,"1,534.0",56.6
1981,226,Clark Equipment,"1,533.7",53.5
1981,227,Corning,"1,529.7",114.7
1981,228,Crane,"1,527.6",42.6
1981,229,Allegheny International,"1,524.3",45.9
1981,230,General Signal,"1,521.7",104.2
